year4,sampledate,month,daynum,avg_air_temp,flag_avg_air_temp,avg_rel_hum,flag_avg_rel_hum,avg_wind_speed,flag_avg_wind_speed,avg_wind_dir,flag_avg_wind_dir,avg_chlor,flag_chlor,avg_phycocyanin,flag_phycocyanin,avg_par,flag_par,avg_par_below,flag_par_below,avg_opt_wtemp,flag_avg_opt_wtemp,avg_opt_dosat_raw,flag_avg_opt_dosat_raw,avg_opt_do_raw,flag_avg_opt_do_raw
2016,3/23/2016 0:00,3,83,1.88,,89.2,,6.34,,84.13,,,C,1075.17,,0.11,,0.09,,4.26,,106.14,,13.82,
2016,3/23/2016 0:00,3,83,1.73,,89.41,,6.83,,86.09,,,C,1096.5,,0.96,,0.34,,4.26,,106.13,,13.82,
2016,3/23/2016 0:00,3,83,1.59,,90.21,,7.53,,91.66,,,C,1242.97,,21.4,,7.69,,4.26,,106.11,,13.81,
2016,3/23/2016 0:00,3,83,1.65,,88.19,,7.3,,99.64,,,C,1099.1,,53.79,,17.78,,4.26,,106.17,,13.82,
2016,3/23/2016 0:00,3,83,1.85,,86.67,,8,,98.13,,,C,1119.2,,97.49,,27.83,,4.26,,106.16,,13.82,
2016,3/23/2016 0:00,3,83,1.71,,87.27,,6.1,,84.67,,,C,1094.87,,37,,13.22,,4.25,,106.11,,13.82,
2016,3/23/2016 0:00,3,83,1.38,,92.28,,5.91,,84.56,,,C,1125.6,,183.18,,54.2,,4.27,,106.81,,13.9,
2016,3/23/2016 0:00,3,83,1.46,,92.73,,5.78,,82.16,,,C,1132.22,,98.25,,29.64,,4.3,,108.02,,14.05,
2016,3/23/2016 0:00,3,83,1.44,,92.66,,7.14,,94.97,,,C,1146.6,,141.32,,40.98,,4.29,,108.05,,14.06,
2016,3/23/2016 0:00,3,83,1.51,,92.86,,7.17,,101.07,,,C,1130.42,,94.68,,27.4,,4.28,,107.88,,14.04,
2016,3/23/2016 0:00,3,83,1.49,,94.53,,7.27,,102.45,,,C,1135.15,,85.11,,26.59,,4.28,,107.83,,14.03,
2016,3/23/2016 0:00,3,83,1.37,,94.25,,7.25,,92.29,,,C,1124.17,,72.82,,23.58,,4.28,,107.75,,14.02,
2016,3/23/2016 0:00,3,83,1.27,,94.55,,7.2,,90.42,,,C,1131.58,,32.94,,12.24,,4.28,,107.41,,13.97,
2016,3/23/2016 0:00,3,83,1.28,,94.85,,7.32,,97.24,,,C,1110.08,,11.75,,4.65,,4.26,,106.64,,13.88,
2016,3/23/2016 0:00,3,83,1.3,,95.3,,5.93,,98.3,,,C,1102,,3.4,,0,,4.25,,106.4,,13.86,
2016,3/24/2016 0:00,3,84,0.42,,94.94,,8.17,,104.86,,,C,1062.57,,0.23,,0.17,,4.2,,105.08,,13.7,
2016,3/24/2016 0:00,3,84,0.3,,95.4,,7.31,,83.04,,,C,1062.07,,0.23,,0.09,,4.17,,104.68,,13.66,
2016,3/24/2016 0:00,3,84,0.1,,97.17,,7.06,,87.36,,,C,1066.93,,0.2,,0.09,,4.15,,104.28,,13.61,
2016,3/24/2016 0:00,3,84,0.1,,95.81,,7.39,,98.25,,,C,1056.65,,0.2,,0.17,,4.15,,104.15,,13.6,
2016,3/24/2016 0:00,3,84,0.26,,94.45,,6.4,,99.39,,,C,1095.82,,0.17,,0.17,,4.2,,105.1,,13.7,
2016,3/24/2016 0:00,3,84,0.2,,95.27,,6.42,,93.13,,,C,1072.15,,0.26,,0.26,,4.14,,103.75,,13.55,
2016,3/24/2016 0:00,3,84,0.23,,95.75,,6.04,,70.79,,,C,1087.05,,0.37,,0.28,,4.11,,103.06,,13.47,
2016,3/24/2016 0:00,3,84,0.19,,95.97,,5.9,,97.66,,,C,1087.22,,9.99,,3.57,,4.12,,103.17,,13.48,
2016,3/24/2016 0:00,3,84,0.19,,95.6,,6.97,,224.71,,,C,1079.67,,31.07,,11.93,,4.11,,103.22,,13.49,
2016,3/24/2016 0:00,3,84,0.01,,95.57,,6.74,,203.44,,,C,1077.93,,46.95,,17.5,,4.11,,103.31,,13.5,
2016,3/24/2016 0:00,3,84,-0.19,,94.58,,8.56,,59.43,,,C,1086.83,,87.12,,27.94,,4.11,,103.48,,13.53,
2016,3/24/2016 0:00,3,84,0.04,,93.23,,8.69,,69.1,,,C,1150.25,,156.52,,49.29,,4.1,,103.55,,13.53,
2016,3/24/2016 0:00,3,84,0.21,,90.08,,8.87,,80.6,,,C,1158.28,,173.02,,55.09,,4.1,,103.7,,13.56,
2016,3/24/2016 0:00,3,84,0.24,,88.61,,8.57,,117.03,,,C,1157.82,,269.4,,80.74,,4.11,,104.18,,13.61,
2016,3/24/2016 0:00,3,84,-0.01,,87.9,,8.6,,272.62,,,C,1202.1,,109.26,,32.21,,4.1,,104.04,,13.6,
2016,3/24/2016 0:00,3,84,-0.56,,89.7,,8.66,,300.88,,,C,1147.4,,84.47,,23.21,,4.07,,103.59,,13.55,
2016,3/24/2016 0:00,3,84,-0.87,,88.92,,9.03,,289.08,,,C,1436.17,,134.64,,33.89,,4.11,,104.27,,13.63,
2016,3/24/2016 0:00,3,84,-1.11,,90.42,,8.06,,305.43,,,C,1157.1,,296.4,,73.94,,4.11,,104.44,,13.65,
2016,3/24/2016 0:00,3,84,-0.8,,86.35,,6.63,,317.88,,,C,1111.4,,63.37,,18.19,,4.08,,103.98,,13.6,
2016,3/24/2016 0:00,3,84,-0.6,,84,,4.76,,316,,,C,1061,,17.1,,5.1,,4.04,,103.4,,13.53,
2016,3/25/2016 0:00,3,85,-0.67,,90.4,,2.2,,320.18,,,C,1093.57,,0.34,,0.32,,3.94,,102.42,,13.45,
2016,3/25/2016 0:00,3,85,-0.91,,91.77,,2.2,,315.06,,,C,1111.13,,0.14,,0.4,,4,,102.66,,13.45,
2016,3/25/2016 0:00,3,85,-1.18,,91.9,,1.65,,84.19,,,C,1156.3,,0.35,,0.29,,4.02,,102.91,,13.48,
2016,3/25/2016 0:00,3,85,-1.3,,91.51,,1.02,,62.13,,,C,1123.82,,0.26,,0.36,,4.01,,102.95,,13.49,
2016,3/25/2016 0:00,3,85,-1.62,,93.96,,0.4,,50.6,,,C,1141.25,,0.26,,0.26,,4.02,,102.95,,13.49,
2016,3/25/2016 0:00,3,85,-1.5,,93.02,,0.3,,56.13,,,C,1113.63,,0.29,,0.31,,3.99,,102.65,,13.46,
2016,3/25/2016 0:00,3,85,-1.71,,94.14,,0.72,,257.84,,,C,1139.7,,5.39,,1.36,,3.96,,102.48,,13.45,
2016,3/25/2016 0:00,3,85,-1.61,,83.67,,1.66,,201.57,,,C,1199.57,,235.86,,32.51,,3.93,,103.04,,13.53,
2016,3/25/2016 0:00,3,85,-1.06,,79.04,,2.33,,161.95,,,C,1133.02,,646.61,,132.39,,3.99,,104.36,,13.68,
2016,3/25/2016 0:00,3,85,-0.59,,75.37,,3.42,,176.82,,7696,C,992.75,,1005.55,,274.2,,4.1,,105.51,,13.79,
2016,3/25/2016 0:00,3,85,0.37,,75.63,,3.33,,177.38,,,C,932.35,,1288.5,,388.3,,4.15,,105.89,,13.82,
2016,3/25/2016 0:00,3,85,1.34,,75.27,,3.64,,179.92,,7234.81,C,896.35,,1455.12,,524.05,,4.21,,105.98,,13.81,
2016,3/25/2016 0:00,3,85,2.37,,73.51,,3.37,,180.67,,7107.17,,868.21,,1525.42,,562.12,,4.26,,106.33,,13.84,
2016,3/25/2016 0:00,3,85,3.54,,72.65,,2.67,,194.83,,6421.62,,848.42,,1444.31,,547.52,,4.34,,107.31,,13.94,
2016,3/25/2016 0:00,3,85,4.73,,69.99,,2.99,,212.93,,6455.72,C,883.75,,1122.09,,404.12,,4.42,,108.59,,14.08,
2016,3/25/2016 0:00,3,85,5.89,,64.06,,3.7,,206.95,,6682.31,,956.83,,975.95,,330.3,,4.42,,108.95,,14.12,
2016,3/25/2016 0:00,3,85,6.64,,58.53,,3.98,,209.07,,7394.64,,970.03,,741.76,,251.73,,4.38,,108.83,,14.12,
2016,3/25/2016 0:00,3,85,6.91,,59.15,,4.02,,195.95,,,C,1086.03,,436.49,,133.57,,4.33,,108.65,,14.12,
2016,3/25/2016 0:00,3,85,6.8,,60.95,,4.68,,195.64,,,C,1142.6,,140.2,,36.96,,4.26,,107.6,,14.01,
2016,3/25/2016 0:00,3,85,6.5,,59.78,,5.64,,199.2,,,C,1116,,41,,6.8,,4.23,,107.3,,13.98,
2016,3/26/2016 0:00,3,86,3.58,,79.3,,3.2,,154.91,,,C,1136,,1.83,,0.61,,4.11,,104.25,,13.62,
2016,3/26/2016 0:00,3,86,2.73,,84.62,,4.21,,163.32,,,C,1089.82,,1.03,,0.89,,4.11,,104.13,,13.61,
2016,3/26/2016 0:00,3,86,2.19,,86.11,,4.62,,180.44,,,C,1091.55,,0.94,,0.49,,4.1,,103.94,,13.59,
2016,3/26/2016 0:00,3,86,2.12,,86.19,,3.74,,183.48,,,C,1122.72,,2.6,,1.57,,4.1,,103.73,,13.56,
2016,3/26/2016 0:00,3,86,2.32,,86.01,,2.58,,170.15,,,C,1179.87,,1.05,,0.97,,4.1,,103.53,,13.53,
2016,3/26/2016 0:00,3,86,2.15,,88.48,,2.47,,160.73,,,C,1169.95,,0.74,,0.95,,4.08,,103.25,,13.5,
2016,3/26/2016 0:00,3,86,1.61,,91.72,,2.32,,148.25,,,C,1159.43,,7.23,,3.98,,4.08,,102.99,,13.47,
2016,3/26/2016 0:00,3,86,1.66,,91,,2.62,,151.08,,,C,1113.75,,150.1,,35.97,,4.07,,103.42,,13.53,
2016,3/26/2016 0:00,3,86,2.05,,88.89,,2.86,,164.2,,,C,1195.13,,527.87,,135.76,,4.1,,104.11,,13.61,
2016,3/26/2016 0:00,3,86,3.07,,85.89,,3.18,,168.47,,,C,1170.7,,911.85,,270.91,,4.16,,104.94,,13.7,
2016,3/26/2016 0:00,3,86,4.91,,79.65,,2.82,,149.8,,,C,1155.4,,1185.02,,399.27,,4.24,,105.91,,13.79,
2016,3/26/2016 0:00,3,86,6.27,,74.56,,3.72,,160.77,,7700,C,1115.2,,1393.22,,537.02,,4.32,,106.9,,13.89,
2016,3/26/2016 0:00,3,86,7.29,,70.94,,3.86,,158.67,,7947,C,1062.53,,1396.3,,538.99,,4.38,,107.4,,13.94,
2016,3/26/2016 0:00,3,86,8.01,,67.15,,4.72,,155.45,,7731.6,C,1026.63,,1289.37,,497.5,,4.46,,108.57,,14.06,
2016,3/26/2016 0:00,3,86,8.84,,61.78,,4.56,,184.97,,7545.5,,1046.98,,1028.02,,364.43,,4.46,,108.87,,14.1,
2016,3/26/2016 0:00,3,86,9.14,,61.31,,4.9,,202.31,,,C,1134.33,,561.15,,183.51,,4.42,,108.57,,14.07,
2016,3/26/2016 0:00,3,86,8.98,,63.1,,4.45,,193.76,,,C,1157.4,,252.04,,79.39,,4.38,,108.22,,14.04,
2016,3/26/2016 0:00,3,86,8.85,,65.56,,4.29,,182.49,,,C,1138.62,,193.39,,61.03,,4.34,,107.55,,13.97,
2016,3/26/2016 0:00,3,86,8.48,,68.58,,3.72,,167.98,,,C,1090.53,,49.46,,16.37,,4.33,,107.25,,13.94,
2016,3/26/2016 0:00,3,86,8,,72.38,,2.79,,160.9,,,C,1118,,13.7,,8.5,,4.31,,106.6,,13.85,
2016,3/30/2016 0:00,3,90,8.71,,56.31,,5.51,,185.29,,,C,1068.67,,0.27,,0.42,,4.86,,110.51,,14.16,
2016,3/30/2016 0:00,3,90,8.59,,57.01,,5.04,,180.46,,,C,1086.73,,0.79,,0.7,C,4.86,,110.27,,14.13,
2016,3/30/2016 0:00,3,90,8.09,,59.98,,5.28,,176.74,,,C,1069.27,,0.22,,0.24,,4.86,,110,,14.1,
2016,3/30/2016 0:00,3,90,7.53,,63.93,,4.06,,163.19,,,C,1080.15,,0.76,,0.46,,4.84,,109.53,,14.05,
2016,3/30/2016 0:00,3,90,7.09,,68.47,,2.59,,144.28,,,C,1150.38,,0.66,,0.6,,4.83,,109.29,,14.02,
2016,3/30/2016 0:00,3,90,6.73,,70.35,,3.47,,152.17,,,C,1119.58,,0.29,,0.47,,4.82,,108.99,,13.98,
2016,3/30/2016 0:00,3,90,6.63,,70.28,,5.5,,165.41,,,C,1098.77,,2.58,,1.09,,4.8,,108.43,,13.92,
2016,3/30/2016 0:00,3,90,6.59,,69.43,,6.83,,168.99,,,C,1062.17,,50.64,,17.53,,4.77,,107.99,,13.87,
2016,3/30/2016 0:00,3,90,6.87,,66.06,,8.36,,179.51,,,C,1076.03,,182.43,,63.69,,4.75,,107.59,,13.83,
2016,3/30/2016 0:00,3,90,7.53,,62.69,,8.72,,185.84,,,C,1067.35,,387.99,,142.76,,4.73,,107.28,,13.8,
2016,3/30/2016 0:00,3,90,7.94,,65.26,,7.63,,192.49,,,C,1034,,158.42,,55.69,,4.71,,106.78,,13.74,
2016,3/30/2016 0:00,3,90,7.12,,75.89,,6.16,,186.85,,,C,998.75,,90.28,,30.71,,4.72,,106.59,,13.71,
2016,3/30/2016 0:00,3,90,6.81,,81.94,,3.13,,188.95,,,C,1013.05,,125.51,,41.64,,4.72,,106.62,,13.72,
2016,3/30/2016 0:00,3,90,7.18,,81.9,,2.39,,159.95,,,C,1058.85,,249.58,,85.64,,4.74,,107.17,,13.78,
2016,3/30/2016 0:00,3,90,7.65,,81.52,,2.24,,170.89,,,C,1052.1,,114.62,,38.45,,4.78,,108.08,,13.88,
2016,3/30/2016 0:00,3,90,7.56,,85.3,,2.6,,128.53,,,C,1100.35,,279.77,,95,,4.78,,108.04,,13.88,
2016,3/30/2016 0:00,3,90,7.09,,91.46,,2.29,,143.85,,,C,1024.6,,147.7,,49.29,,4.82,,108.88,,13.97,
2016,3/30/2016 0:00,3,90,7.54,,91.8,,1.78,,76.67,,,C,1112.47,,57.03,,19.2,,4.85,,109.77,,14.07,
2016,3/30/2016 0:00,3,90,7.76,,92.44,,0.87,,95.46,,,C,1136.87,,13.98,,5.55,,4.85,,109.46,,14.03,
2016,3/30/2016 0:00,3,90,7.8,,92.2,,0,,224.9,,,C,970,,5.1,,3.4,,4.84,,109.1,,13.99,
2016,3/31/2016 0:00,3,91,7.29,,99.56,,5.03,,241.48,,,C,1045.57,,0.32,,0.33,,4.86,,107.36,,13.76,
2016,3/31/2016 0:00,3,91,6.97,,96.03,,5.82,,66.58,,,C,977.85,,0.47,,0.56,,4.78,,105.82,,13.59,
2016,3/31/2016 0:00,3,91,6.81,,95.79,,2.6,,92.75,,,C,1004.78,,0.71,,0.58,,4.76,,105.53,,13.56,
2016,3/31/2016 0:00,3,91,6.43,,97.99,,0.93,,118.4,,,C,1086.95,,0.42,,0.49,,4.76,,105.29,,13.53,
2016,3/31/2016 0:00,3,91,6.26,,99.64,,1.75,,183.91,,,C,1099.02,,0.42,,0.64,,4.76,,105.11,,13.51,
2016,3/31/2016 0:00,3,91,6.39,,99.42,,2.32,,228.31,,,C,1042.07,,0.35,C,0.51,C,4.76,,104.97,,13.49,
2016,3/31/2016 0:00,3,91,6.27,,98.5,,2.72,,21.22,,,C,1034.45,,3.93,,1.67,,4.76,,104.84,,13.47,
2016,3/31/2016 0:00,3,91,6.14,,98.31,,2.64,,50.58,,,C,1019.58,,20.3,,7.68,,4.76,,104.82,,13.47,
2016,3/31/2016 0:00,3,91,5.85,,99.54,,3.95,,59.32,,,C,982.97,,54.67,,18.28,,4.76,,104.89,,13.48,
2016,3/31/2016 0:00,3,91,5.54,,99.86,,3.31,,61,,,C,990.18,,162.71,,53.27,,4.76,,105.11,,13.51,
2016,3/31/2016 0:00,3,91,5.24,,98.56,,4.85,,24.96,,,C,961.82,,148.91,,47.04,,4.76,,105.43,,13.55,
2016,3/31/2016 0:00,3,91,5.07,,98.07,,3.71,,76.18,,,C,935.3,,103.14,,35.19,,4.75,,105.47,,13.56,
2016,3/31/2016 0:00,3,91,5.12,,97.4,,3.38,,132.08,,7155,C,936.49,,743.25,,268.89,,4.78,,105.92,,13.6,
2016,3/31/2016 0:00,3,91,6.43,,88.95,,3.4,,99.36,,7394.12,C,895.97,,1270.2,,526.44,,4.88,,107.03,,13.71,
2016,3/31/2016 0:00,3,91,6.66,,89.2,,1.89,,284.25,,7237.67,,939.86,,684.88,,293.3,,4.98,,107.82,,13.78,
2016,3/31/2016 0:00,3,91,6.4,,93.56,,3.98,,335.19,,,C,920.23,,127.77,,42.42,,4.97,,108.24,,13.83,
2016,3/31/2016 0:00,3,91,5.83,,95.97,,4.96,,333.95,,,C,927.93,,184.59,,59.62,,4.92,,107.59,,13.77,
2016,3/31/2016 0:00,3,91,5.74,,94.43,,4.97,,336.4,,11096,C,921.57,,112.86,,36.15,,4.88,,107.01,,13.71,
2016,3/31/2016 0:00,3,91,5.31,,90.88,,6.49,,330.81,,11096.15,,906.7,,48.06,,15.97,,4.85,,106.38,,13.64,
2016,3/31/2016 0:00,3,91,4.9,,90.5,,6.42,,328.3,,11523,,912.6,,17.1,,6.8,,4.82,,105.9,,13.58,
2016,3/28/2016 0:00,3,88,9.45,,43.94,,0.8,,163.95,,,C,1277.03,,10.29,,3.85,,5.14,,118.64,,15.1,H
2016,3/28/2016 0:00,3,88,7.75,,52.32,,0.9,,284.69,,,C,1311.37,,0.7,,0.56,,5.11,,118.41,,15.08,H
2016,3/29/2016 0:00,3,89,,C,,C,,C,,C,3298.33,,-129.03,H,1271.2,,3529.57,,,C,0,H,0,H
2016,3/29/2016 0:00,3,89,8.1,C,71.82,C,2.67,C,121.22,C,4969.26,,476.86,H,996.37,,786.69,C,5.05,C,55.79,H,7.12,H
2016,3/29/2016 0:00,3,89,9.98,,56.73,,3.33,,172.32,,6335.4,C,995.55,,1419.8,,531.65,,5.29,,117.88,,14.94,
2016,3/29/2016 0:00,3,89,11.3,,46.16,,3.73,,202.93,,6555.28,,999.9,,1474.88,,577.69,,5.25,,118.38,,15.02,H
2016,3/29/2016 0:00,3,89,11.51,,47.4,,3.69,,201.78,,6032.02,,937.85,,1449.73,,563.54,,5.31,,118,,14.95,
2016,3/29/2016 0:00,3,89,11.85,,46.24,,4.1,,192.27,,5987.75,,905.3,,1219.8,,460.42,,5.35,,118.24,,14.97,
2016,3/29/2016 0:00,3,89,12.18,,45.6,,4.53,,187.36,,5985.97,,909.82,,1055.18,,392.19,,5.3,,117.55,,14.9,
2016,3/29/2016 0:00,3,89,12.38,,46.03,,5.15,,192.23,,6751.67,,929.13,,732.14,,260.12,,5.28,,117.94,,14.95,
2016,3/29/2016 0:00,3,89,12.1,,46.59,,6.05,,193.3,,7391.86,,1046.62,,304.03,,99.4,,5.24,,117.51,,14.91,
2016,3/29/2016 0:00,3,89,11.81,,46.8,,5.16,,204.06,,,C,1099.53,,89.2,,27.12,,5.1,,115.54,,14.72,
2016,3/29/2016 0:00,3,89,10.92,,51.87,,4.1,,189.62,,,C,1100.95,,7.33,,2.89,,4.98,,113.51,,14.5,
2016,3/29/2016 0:00,3,89,10.34,,52.56,,4.14,,181.8,,,C,1082.5,,0.71,,0.51,,4.94,,112.62,,14.4,
2016,3/29/2016 0:00,3,89,9.92,,52.72,,5.06,,180.44,,,C,1083.68,,1.32,,1.39,,4.92,,112.02,,14.33,
2016,3/29/2016 0:00,3,89,9.45,,53.13,,5.52,,186.09,,,C,1069.93,,1.09,,1.03,,4.9,,111.48,,14.27,
2016,3/29/2016 0:00,3,89,9.16,,53.3,,6.01,,189.43,,,C,1071.57,,0.77,C,0.85,C,4.87,,110.86,,14.2,
2016,4/1/2016 0:00,4,92,4.27,,88.05,,1.97,,333.38,,14659.05,,993.26,,0.69,,1.11,,4.79,,104.65,,13.44,
2016,4/1/2016 0:00,4,92,4.4,,87.76,,1.65,,296.52,,15293.27,,1044.42,,0.26,,0.69,,4.8,,104.61,,13.43,
2016,4/1/2016 0:00,4,92,4.34,,89.77,,1.82,,284.19,,15960.47,,1149.1,,0.48,,0.56,,4.82,,104.85,,13.45,
2016,4/1/2016 0:00,4,92,4.38,,86.98,,2.64,,294.78,,15102.2,,1015.6,,0.8,C,0.63,,4.85,,105.02,,13.46,
2016,4/1/2016 0:00,4,92,4.28,,85.06,,2.6,,295.84,,14909.67,,1057.36,,0.45,,0.65,,4.87,,105.14,,13.47,
2016,4/1/2016 0:00,4,92,4.2,,86.38,,2.54,,319.1,,15482.48,,1032.23,,0.66,,0.74,,4.88,,105.13,,13.46,
2016,4/1/2016 0:00,4,92,3.76,,87.26,,2.51,,52.82,,15250.08,,981.85,,10.15,,3.53,,4.9,,105.23,,13.47,
2016,4/1/2016 0:00,4,92,3.4,,87.05,,1.71,,72.07,,13890.62,,950.93,,160.98,,47.22,,4.92,,105.9,,13.55,
2016,4/1/2016 0:00,4,92,3.46,,87.74,,1.02,,325.74,,12850.82,,983.91,,309.6,,101.26,,4.96,,106.81,,13.65,
2016,4/1/2016 0:00,4,92,3.93,,85.05,,0.84,,307.67,,10128.43,,977.46,,845.98,,294.51,,5.07,,108.67,,13.85,
2016,4/1/2016 0:00,4,92,4.85,,77.86,,2.38,,296.99,,8014.57,,945.24,,1052.25,,404.07,,5.27,,110.55,,14.02,
2016,4/1/2016 0:00,4,92,5.64,,73.56,,4.04,,288.29,,7502.4,,921.16,,1425.72,,570.94,,5.23,,110.84,,14.07,
2016,4/1/2016 0:00,4,92,6.28,,72.01,,3.83,,290.44,,8275.75,,918.81,,1110.55,,432.22,,5.18,,110.01,,13.98,
2016,4/1/2016 0:00,4,92,5.85,,74.74,,6.38,,275.68,,8642.15,,927.94,,653.39,,248.73,,5.2,,110.24,,14,
2016,4/1/2016 0:00,4,92,3.77,,86.93,,7.1,,311.71,,8886.65,,897.6,,556.56,,182.83,,5.03,,107.57,,13.72,
2016,4/1/2016 0:00,4,92,5.07,,69.61,,6.97,,296.98,,8520.65,,879.11,,693.07,,233.26,,4.99,,106.79,,13.64,
2016,4/1/2016 0:00,4,92,5.92,,59.34,,6.67,,297.4,,8690.9,,880.31,,559.97,,183.57,,5,,106.73,,13.63,
2016,4/1/2016 0:00,4,92,6.03,,47.34,,9.63,,265.68,,7665.2,,830.25,,419.26,,132.63,,5.01,,106.53,,13.6,
2016,4/1/2016 0:00,4,92,5.71,,47.59,,7.76,,283.88,,9540.7,,921.07,,176.55,,53.73,,5.03,,106.43,,13.58,
2016,4/1/2016 0:00,4,92,4.85,,48.91,,7.23,,301.73,,11089.23,,928.89,,13.65,,4.36,,5.04,,106.35,,13.57,
2016,4/1/2016 0:00,4,92,4.11,,50.35,,6.56,,298.35,,11689.12,,934.45,,0.27,C,0.31,C,5.07,,106.42,,13.56,
2016,4/1/2016 0:00,4,92,3.3,,52.84,,5.72,,305.82,,11894.82,,936.06,,0.48,,0.37,,5.08,,106.53,,13.57,
2016,4/1/2016 0:00,4,92,2.71,,53.31,,5.29,,297.68,,11897.07,,938.81,,0.25,,0.44,,5.06,,106.36,,13.56,
2016,4/1/2016 0:00,4,92,2.24,,55.54,,6.6,,268.39,,11790.32,,950.37,,0.65,C,0.33,C,5.05,,106.04,,13.52,
2016,4/2/2016 0:00,4,93,1.71,,58.3,,7.63,,267.36,,11882.92,,954.9,,0.74,,0.49,,5.07,,105.96,,13.51,
